selected_oewn_synset	selected_oewn_lexfile	canonical_surface	canonical_label_key	canonical_selection_tag	canonical_candidate_lemmas	canonical_candidate_lemma_counts	google_ngram_candidate_surfaces	google_ngram_candidate_mean_frequencies	source_exact_candidate_lemmas	source_labels	source_label_keys	source_datasets	selected_queries	selected_lookup_cases	synset_lemmas	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tags	row_count	decision_basis
oewn-02125600-n	noun.animal	kitty	kitty	selected_by_google_ngram_frequency_unique_max	kitten|kitty	kitten:-1|kitty:-1	kitten|kitty	kitten:2.12611738747e-06|kitty:4.29908640593e-06	kitten|kitty	kitten|kittens|kitties|kitty	kitten|kittens|kitties|kitty	lvis|visual_genome	kitten|kitty	exact|morphy	kitten|kitty	oewn-01324345-n	oewn-01324345-n:noun.animal	oewn-01324345-n:young mammal	selected_all_immediate_oewn_hypernyms	4	selected_by_google_ngram_frequency_unique_max
oewn-02125697-n	noun.animal	tabby	tabby	selected_by_google_ngram_frequency_unique_max	tabby|tabby cat	tabby:-1|tabby cat:-1	tabby|tabby cat	tabby:5.91871879869e-07|tabby cat:5.34413962188e-08	tabby|tabby cat	tabby|tabby cat	tabby|tabby cat	visual_genome	tabby|tabby cat	exact	tabby|tabby cat	oewn-02124460-n	oewn-02124460-n:noun.animal	oewn-02124460-n:domestic cat;house cat;Felis domesticus;Felis catus	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02127963-n	noun.animal	cougar	cougar	selected_by_google_ngram_frequency_unique_max	cougar|puma	cougar:-1|puma:-1	cougar|puma	cougar:6.3802280491e-07|puma:5.25866745109e-07	cougar|puma	cougar|puma	cougar|puma	lvis|visual_genome	cougar|puma	exact	cougar|puma|catamount|mountain lion|painter|panther|Felis concolor	oewn-02127275-n	oewn-02127275-n:noun.animal	oewn-02127275-n:wildcat	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02135232-n	noun.animal	grizzly	grizzly	selected_by_google_ngram_frequency_unique_max	grizzly|grizzly bear|silvertip	grizzly:-1|grizzly bear:-1|silvertip:-1	grizzly|grizzly bear|silvertip	grizzly:1.2406545004e-06|grizzly bear:3.52663790992e-07|silvertip:3.21027602515e-08	grizzly|grizzly bear	grizzly|grizzly bear|grizzly bears|silver tip	grizzly|grizzly bear|grizzly bears|silver tip	lvis|visual_genome	grizzly|grizzly bear|silvertip	exact|morphy|joined_variant	grizzly|grizzly bear|silvertip|silver-tip|Ursus horribilis|Ursus arctos horribilis	oewn-02134788-n	oewn-02134788-n:noun.animal	oewn-02134788-n:brown bear;bruin;Ursus arctos	selected_all_immediate_oewn_hypernyms	4	selected_by_google_ngram_frequency_unique_max
oewn-02198178-n	noun.animal	horsefly	horsefly	selected_by_google_ngram_frequency_unique_max	horsefly|horse fly	horsefly:-1|horse fly:-1	horsefly|horse fly	horsefly:4.20106928235e-08|horse fly:9.24860318156e-09		horse flies	horse flies	visual_genome	horse fly	morphy	horsefly|cleg|clegg|horse fly	oewn-02195661-n	oewn-02195661-n:noun.animal	oewn-02195661-n:gadfly	selected_all_immediate_oewn_hypernyms	1	selected_by_google_ngram_frequency_unique_max
oewn-02380355-n	noun.animal	mount	mount	selected_by_google_ngram_frequency_unique_max	riding horse|mount	riding horse:-1|mount:-1	riding horse|mount	riding horse:3.56394118748e-08|mount:2.04915582796e-05	riding horse|mount	mount|mounts|riding horse	mount|mounts|riding horse	visual_genome	mount|riding horse	exact|morphy	saddle horse|riding horse|mount	oewn-02377103-n	oewn-02377103-n:noun.animal	oewn-02377103-n:horse;Equus caballus	selected_all_immediate_oewn_hypernyms	3	selected_by_google_ngram_frequency_unique_max
oewn-02392211-n	noun.animal	donkey	donkey	selected_by_google_ngram_frequency_unique_max	domestic ass|donkey	domestic ass:-1|donkey:0	domestic ass|donkey	domestic ass:2.04535162687e-09|donkey:2.88886143215e-06	domestic ass|donkey	domestic ass|Donkey	domestic ass|donkey	lvis|objects365	domestic ass|donkey	exact	domestic ass|donkey|Equus asinus	oewn-02391998-n	oewn-02391998-n:noun.animal	oewn-02391998-n:ass	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02394646-n	noun.animal	rhino	rhino	selected_by_google_ngram_frequency_unique_max	rhinoceros|rhino	rhinoceros:-1|rhino:-1	rhinoceros|rhino	rhinoceros:6.22296399492e-07|rhino:7.81616280945e-07	rhinoceros|rhino	rhino|Rhinoceros|rhinos	rhino|rhinoceros|rhinos	visual_genome|openimages	rhino|rhinoceros	exact|morphy	rhinoceros|rhino	oewn-02375988-n	oewn-02375988-n:noun.animal	oewn-02375988-n:odd-toed ungulate;perissodactyl;perissodactyl mammal	selected_all_immediate_oewn_hypernyms	3	selected_by_google_ngram_frequency_unique_max
oewn-02405077-n	noun.animal	cattle	cattle	selected_by_google_ngram_frequency_unique_max	cattle|cows	cattle:-1|cows:-1	cattle|cows	cattle:1.90245360895e-05|cows:7.21874835398e-06	cattle|cows	Cattle|cattles|cows	cattle|cattles|cows	openimages|visual_genome	cattle|cows	exact|morphy	cattle|cows|kine|oxen|Bos taurus	oewn-02404662-n	oewn-02404662-n:noun.animal	oewn-02404662-n:bovine	selected_all_immediate_oewn_hypernyms	3	selected_by_google_ngram_frequency_unique_max
oewn-02424095-n	noun.animal	gnu	gnu	selected_by_google_ngram_frequency_unique_max	gnu|wildebeest	gnu:-1|wildebeest:-1	gnu|wildebeest	gnu:5.39956781252e-07|wildebeest:1.9043148298e-07	gnu|wildebeest	gnu|wildebeest	gnu|wildebeest	visual_genome	gnu|wildebeest	exact	gnu|wildebeest	oewn-02422442-n	oewn-02422442-n:noun.animal	oewn-02422442-n:antelope	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02435629-n	noun.animal	elk	elk	selected_by_google_ngram_frequency_unique_max	elk|moose	elk:-1|moose:-1	elk|moose	elk:3.24452303378e-06|moose:2.30321813997e-06	elk|moose	elk|moose	elk|moose	lvis|visual_genome	elk|moose	exact	elk|moose|Alces alces	oewn-02432691-n	oewn-02432691-n:noun.animal	oewn-02432691-n:deer;cervid	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02436556-n	noun.animal	reindeer	reindeer	selected_by_google_ngram_frequency_unique_max	caribou|reindeer	caribou:-1|reindeer:-1	caribou|reindeer	caribou:1.07486655758e-06|reindeer:1.40497933463e-06	caribou|reindeer	caribou|reindeer	caribou|reindeer	visual_genome	caribou|reindeer	exact	caribou|reindeer|Greenland caribou|Rangifer tarandus	oewn-02432691-n	oewn-02432691-n:noun.animal	oewn-02432691-n:deer;cervid	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02474924-n	noun.animal	human	human	selected_by_google_ngram_frequency_unique_max	human being|human	human being:-1|human:-1	human being|human	human being:9.85023456736e-06|human:0.000325834891905	human being|human	human|human being	human|human being	visual_genome	human|human being	exact	homo|man|human being|human	oewn-02474393-n	oewn-02474393-n:noun.animal	oewn-02474393-n:hominid	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02510652-n	noun.animal	raccoon	raccoon	selected_by_google_ngram_frequency_unique_max	raccoon|racoon	raccoon:0|racoon:-1	raccoon|racoon	raccoon:7.38596286336e-07|racoon:4.25272689076e-08	raccoon|racoon	Raccoon|racoon	raccoon|racoon	openimages|visual_genome	raccoon|racoon	exact	raccoon|racoon	oewn-02510280-n	oewn-02510280-n:noun.animal	oewn-02510280-n:procyonid	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02513086-n	noun.animal	panda	panda	selected_by_google_ngram_frequency_unique_max	giant panda|panda|panda bear	giant panda:-1|panda:0|panda bear:-1	giant panda|panda|panda bear	giant panda:7.8537609838e-08|panda:8.27423151759e-07|panda bear:2.05924446339e-08	giant panda|panda|panda bear	giant panda|Panda|panda bear|panda bears|pandas	giant panda|panda|panda bear|panda bears|pandas	lvis|openimages|visual_genome	giant panda|panda|panda bear	exact|morphy	giant panda|panda|panda bear|coon bear|Ailuropoda melanoleuca	oewn-02510280-n	oewn-02510280-n:noun.animal	oewn-02510280-n:procyonid	selected_all_immediate_oewn_hypernyms	5	selected_by_google_ngram_frequency_unique_max
oewn-02673313-n	noun.artifact	accelerator	accelerator	selected_by_google_ngram_frequency_unique_max	accelerator|gas pedal	accelerator:-1|gas pedal:-1	accelerator|gas pedal	accelerator:2.29716454687e-06|gas pedal:2.2993769663e-07	accelerator|gas pedal	accelerator|gas pedal	accelerator|gas pedal	visual_genome	accelerator|gas pedal	exact	accelerator|accelerator pedal|gas pedal|gas|throttle|gun	oewn-03909502-n	oewn-03909502-n:noun.artifact	oewn-03909502-n:pedal;treadle;foot pedal;foot lever	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02685776-n	noun.artifact	spray can	spray can	selected_by_google_ngram_frequency_unique_max	aerosol can|spray can	aerosol can:-1|spray can:-1	aerosol can|spray can	aerosol can:3.39619849342e-08|spray can:6.52786479561e-08	aerosol can|spray can	aerosol can|spray can	aerosol can|spray can	lvis|visual_genome	aerosol can|spray can	exact	aerosol|aerosol container|aerosol can|aerosol bomb|spray can	oewn-03215404-n	oewn-03215404-n:noun.artifact	oewn-03215404-n:dispenser	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02690031-n	noun.artifact	aircraft carrier	aircraft carrier	selected_by_google_ngram_frequency_unique_max	aircraft carrier|flattop	aircraft carrier:-1|flattop:-1	aircraft carrier|flattop	aircraft carrier:5.0845552955e-07|flattop:7.08217697806e-08	aircraft carrier|flattop	aircraft carrier|flattop	aircraft carrier|flattop	visual_genome	aircraft carrier|flattop	exact	aircraft carrier|carrier|flattop|attack aircraft carrier	oewn-04559982-n	oewn-04559982-n:noun.artifact	oewn-04559982-n:warship;war vessel;combat ship	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02690851-n	noun.artifact	airfield	airfield	selected_by_google_ngram_frequency_unique_max	airfield|landing field	airfield:-1|landing field:-1	airfield|landing field	airfield:1.67286896869e-06|landing field:6.81058982157e-08	airfield|landing field	air field|airfield|landing field	air field|airfield|landing field	visual_genome	airfield|landing field	joined_variant|exact	airfield|landing field|flying field|field	oewn-03319968-n	oewn-03319968-n:noun.artifact	oewn-03319968-n:facility;installation	selected_all_immediate_oewn_hypernyms	3	selected_by_google_ngram_frequency_unique_max
oewn-02693129-n	noun.artifact	airline	airline	selected_by_google_ngram_frequency_unique_max	airline|air hose	airline:-1|air hose:-1	airline|air hose	airline:6.16820566264e-06|air hose:4.44489627896e-08	airline|air hose	air hose|airline|airlines	air hose|airline|airlines	visual_genome	air hose|airline	exact|morphy	airline|air hose	oewn-03545055-n	oewn-03545055-n:noun.artifact	oewn-03545055-n:hose;hosepipe	selected_all_immediate_oewn_hypernyms	3	selected_by_google_ngram_frequency_unique_max
oewn-02693800-n	noun.artifact	airway	airway	selected_by_google_ngram_frequency_unique_max	air duct|airway	air duct:-1|airway:-1	air duct|airway	air duct:6.9818976881e-08|airway:6.76640761741e-06	air duct|airway	air duct|airway|airways	air duct|airway|airways	visual_genome	air duct|airway	exact|morphy	air passage|air duct|airway	oewn-03258101-n	oewn-03258101-n:noun.artifact	oewn-03258101-n:duct	selected_all_immediate_oewn_hypernyms	3	selected_by_google_ngram_frequency_unique_max
oewn-02694015-n	noun.artifact	plane	plane	selected_by_google_ngram_frequency_unique_max	airplane|aeroplane|plane	airplane:-1|aeroplane:-1|plane:-1	airplane|aeroplane|plane	airplane:5.92636810734e-06|aeroplane:9.82651516471e-07|plane:4.29661090375e-05	airplane|aeroplane|plane	aeroplane|air plane|air planes|airplane|airplanes|plane|planes	aeroplane|air plane|air planes|airplane|airplanes|plane|planes	visual_genome|COCO	aeroplane|airplane|plane	exact|joined_variant|morphy	airplane|aeroplane|plane	oewn-03515727-n	oewn-03515727-n:noun.artifact	oewn-03515727-n:heavier-than-air craft	selected_all_immediate_oewn_hypernyms	7	selected_by_google_ngram_frequency_unique_max
oewn-02695929-n	noun.artifact	airstrip	airstrip	selected_by_google_ngram_frequency_unique_max	airstrip|landing strip	airstrip:-1|landing strip:-1	airstrip|landing strip	airstrip:5.78452323319e-07|landing strip:1.53662800953e-07	airstrip|landing strip	air strip|airstrip|landing strip	air strip|airstrip|landing strip	visual_genome	airstrip|landing strip	joined_variant|exact	airstrip|flight strip|landing strip|strip	oewn-02690851-n	oewn-02690851-n:noun.artifact	oewn-02690851-n:airfield;landing field;flying field;field	selected_all_immediate_oewn_hypernyms	3	selected_by_google_ngram_frequency_unique_max
oewn-02696105-n	noun.artifact	airport terminal	airport terminal	selected_by_google_ngram_frequency_unique_max	air terminal|airport terminal	air terminal:-1|airport terminal:-1	air terminal|airport terminal	air terminal:5.57197210424e-08|airport terminal:1.26964835477e-07	air terminal|airport terminal	air terminal|airport terminal	air terminal|airport terminal	visual_genome	air terminal|airport terminal	exact	air terminal|airport terminal	oewn-04420036-n	oewn-04420036-n:noun.artifact	oewn-04420036-n:terminal;terminus;depot	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02700618-n	noun.artifact	alley	alley	selected_by_google_ngram_frequency_unique_max	alley|alleyway	alley:-1|alleyway:-1	alley|alleyway	alley:6.3293890913e-06|alleyway:6.61743331463e-07	alley|alleyway	alley|alley way|alleyway	alley|alley way|alleyway	visual_genome	alley|alleyway	exact|joined_variant	alley|alleyway|back street	oewn-04341737-n	oewn-04341737-n:noun.artifact	oewn-04341737-n:street	selected_all_immediate_oewn_hypernyms	3	selected_by_google_ngram_frequency_unique_max
oewn-02703626-n	noun.artifact	aluminum foil	aluminum foil	selected_by_google_ngram_frequency_unique_max	aluminum foil|aluminium foil|tin foil	aluminum foil:-1|aluminium foil:-1|tin foil:-1	aluminum foil|aluminium foil|tin foil	aluminum foil:5.38199562614e-07|aluminium foil:7.69395695997e-08|tin foil:7.29845845572e-08	aluminum foil|aluminium foil|tin foil	aluminium foil|aluminum foil|tin foil	aluminium foil|aluminum foil|tin foil	visual_genome	aluminium foil|aluminum foil|tin foil	exact	aluminum foil|aluminium foil|tin foil	oewn-03380540-n	oewn-03380540-n:noun.artifact	oewn-03380540-n:foil	selected_all_immediate_oewn_hypernyms	3	selected_by_google_ngram_frequency_unique_max
oewn-02704425-n	noun.artifact	american flag	american flag	selected_by_google_ngram_frequency_unique_max	American flag|Stars and Stripes	American flag:-1|Stars and Stripes:-1	american flag|stars and stripes	american flag:6.32055680332e-07|stars and stripes:4.05571187256e-07	American flag|Stars and Stripes	american flag|stars and stripes	american flag|stars and stripes	visual_genome	american flag|stars and stripes	exact	American flag|Stars and Stripes|Star-Spangled Banner|Old Glory	oewn-03359749-n	oewn-03359749-n:noun.artifact	oewn-03359749-n:flag	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02712496-n	noun.artifact	anchor chain	anchor chain	selected_by_google_ngram_frequency_unique_max	anchor chain|anchor rope	anchor chain:-1|anchor rope:-1	anchor chain|anchor rope	anchor chain:5.26623666425e-08|anchor rope:1.61128391591e-08	anchor chain|anchor rope	anchor chain|anchor rope	anchor chain|anchor rope	visual_genome	anchor chain|anchor rope	exact	anchor chain|anchor rope	oewn-03003017-n	oewn-03003017-n:noun.artifact	oewn-03003017-n:chain	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02713060-n	noun.artifact	android	android	selected_by_google_ngram_frequency_unique_max	android|humanoid	android:-1|humanoid:-1	android|humanoid	android:2.13272143919e-06|humanoid:5.8899610779e-07	android|humanoid	android|humanoid	android|humanoid	visual_genome	android|humanoid	exact	android|humanoid|mechanical man	oewn-02764397-n	oewn-02764397-n:noun.artifact	oewn-02764397-n:automaton;robot;golem	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02715956-n	noun.artifact	anklet	anklet	selected_by_google_ngram_frequency_unique_max	anklet|ankle bracelet	anklet:-1|ankle bracelet:-1	anklet|ankle bracelet	anklet:7.06511717852e-08|ankle bracelet:3.13750452686e-08	anklet|ankle bracelet	ankle bracelet|anklet	ankle bracelet|anklet	visual_genome|lvis	ankle bracelet|anklet	exact	anklet|ankle bracelet	oewn-02891211-n	oewn-02891211-n:noun.artifact	oewn-02891211-n:bracelet;bangle	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02718140-n	noun.artifact	antenna	antenna	selected_by_google_ngram_frequency_unique_max	antenna|aerial	antenna:-1|aerial:0	antenna|aerial	antenna:7.29838020402e-06|aerial:5.58310250349e-06	antenna|aerial	aerial|antenna|antennae|antennas	aerial|antenna|antennae|antennas	visual_genome|lvis	aerial|antenna|antennae	exact|morphy	antenna|aerial|transmitting aerial	oewn-03274312-n	oewn-03274312-n:noun.artifact	oewn-03274312-n:electrical device	selected_all_immediate_oewn_hypernyms	4	selected_by_google_ngram_frequency_unique_max
oewn-02718424-n	noun.artifact	lobby	lobby	selected_by_google_ngram_frequency_unique_max	foyer|lobby	foyer:-1|lobby:-1	foyer|lobby	foyer:2.30827074081e-06|lobby:8.23885122258e-06	foyer|lobby	foyer|lobby	foyer|lobby	visual_genome	foyer|lobby	exact	anteroom|antechamber|entrance hall|hall|foyer|lobby|vestibule	oewn-04112987-n	oewn-04112987-n:noun.artifact	oewn-04112987-n:room	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
oewn-02731365-n	noun.artifact	clothes	clothes	selected_by_google_ngram_frequency_unique_max	apparel|clothes	apparel:-1|clothes:-1	apparel|clothes	apparel:4.28154021966e-06|clothes:4.2390275447e-05	apparel|clothes	apparel|clothes	apparel|clothes	visual_genome	apparel|clothes	exact	apparel|wearing apparel|dress|clothes	oewn-03055525-n	oewn-03055525-n:noun.artifact	oewn-03055525-n:clothing;article of clothing;vesture;wear;wearable;habiliment	selected_all_immediate_oewn_hypernyms	2	selected_by_google_ngram_frequency_unique_max
