dataset	category_index	label	label_key	source_version	source_url	source_class	is_mwe_candidate	mwe_candidate_status	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	synset_lemmas	canonical_surface	canonical_selection_tag	canonical_candidate_lemmas	canonical_candidate_lemma_counts	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	synset_selection_tag	decision_basis
objects365	34	SUV	suv	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	suv	true	1	oewn-04293103-n	noun.artifact	oewn-04293103-n	oewn-04293103-n:noun.artifact:sport utility;sport utility vehicle;S.U.V.;SUV	sport utility|sport utility vehicle|S.U.V.|SUV	SUV	selected_single_label_or_lookup_matched_wordnet_lemma	SUV	SUV:0	oewn-02961779-n	oewn-02961779-n:noun.artifact	oewn-02961779-n:car;auto;automobile;machine;motorcar	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	35	Wine Glass	wine glass	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	duplicate_existing_label_key	duplicate_existing_label_key	true	COCO	wine glass	oewn-04599402-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	36	Belt	belt	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	belt	true	7	oewn-02830790-n	noun.artifact	oewn-02831067-n|oewn-02830790-n|oewn-08526807-n|oewn-07424807-n|oewn-09475783-n|oewn-02831299-n|oewn-00134158-n	oewn-02831067-n:noun.artifact:belt|oewn-02830790-n:noun.artifact:belt|oewn-08526807-n:noun.location:belt|oewn-07424807-n:noun.event:knock;bash;bang;smash;belt|oewn-09475783-n:noun.object:swath;belt|oewn-02831299-n:noun.artifact:belt;belt ammunition;belted ammunition|oewn-00134158-n:noun.act:knock;belt;rap;whack;whang	belt	belt	selected_single_label_or_lookup_matched_wordnet_lemma	belt	belt:4	oewn-02674410-n	oewn-02674410-n:noun.artifact	oewn-02674410-n:accessory;accoutrement;accouterment	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-02830790-n	user-approved ambiguous decision: clothing/accessory belt artifact sense	false	true	wn30_tie	oewn-02831067-n:belt%1:06:01:::belt.n.01:4|oewn-02830790-n:belt%1:06:00:::belt.n.02:4|oewn-08526807-n:belt%1:15:00:::belt.n.03:2|oewn-09475783-n:belt%1:17:00:::swath.n.02:0|oewn-02831299-n:belt%1:06:02:::belt.n.06:0	manual_select	manual_select
objects365	37	Moniter/TV	moniter/tv	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	38	Backpack	backpack	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	backpack	oewn-02772753-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	39	Umbrella	umbrella	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	umbrella	oewn-04514450-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	40	Traffic Light	traffic light	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	duplicate_existing_label_key	duplicate_existing_label_key	true	COCO	traffic light	oewn-06887235-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	41	Speaker	speaker	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	speaker	true	3	oewn-10649550-n	noun.person	oewn-10649550-n|oewn-03696785-n|oewn-10650671-n	oewn-10649550-n:noun.person:speaker;talker;utterer;verbalizer;verbaliser|oewn-03696785-n:noun.artifact:loudspeaker;speaker;speaker unit;loudspeaker system;speaker system|oewn-10650671-n:noun.person:speaker	speaker|talker|utterer|verbalizer|verbaliser	speaker	selected_single_label_or_lookup_matched_wordnet_lemma	speaker	speaker:9	oewn-09831117-n	oewn-09831117-n:noun.person	oewn-09831117-n:articulator	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-10649550-n:speaker%1:18:00:::speaker.n.01:9|oewn-03696785-n:speaker%1:06:00:::loudspeaker.n.01:2|oewn-10650671-n:speaker%1:18:01:::speaker.n.03:1	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	42	Watch	watch	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	watch	true	6	oewn-04563183-n	noun.artifact	oewn-04563183-n|oewn-15317579-n|oewn-00882340-n|oewn-15317745-n|oewn-10290913-n|oewn-01031703-n	oewn-04563183-n:noun.artifact:watch;ticker|oewn-15317579-n:noun.time:watch|oewn-00882340-n:noun.act:watch;vigil|oewn-15317745-n:noun.time:watch|oewn-10290913-n:noun.person:lookout;sentinel;sentry;watch;spotter;scout;picket|oewn-01031703-n:noun.act:vigil;watch	watch|ticker	watch	selected_single_label_or_lookup_matched_wordnet_lemma	watch	watch:9	oewn-04445087-n	oewn-04445087-n:noun.artifact	oewn-04445087-n:timepiece;timekeeper;horologe	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04563183-n:watch%1:06:00:::watch.n.01:9|oewn-10290913-n:watch%1:18:00:::lookout.n.01:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	43	Tie	tie	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	tie	oewn-03821155-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	44	Trash bin Can	trash bin can	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	45	Slippers	slippers	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	morphy	slipper	true	2	oewn-04248522-n	noun.artifact	oewn-04248522-n|oewn-10624496-n	oewn-04248522-n:noun.artifact:slipper;carpet slipper|oewn-10624496-n:noun.person:skidder;slider;slipper	slipper|carpet slipper	slipper	selected_single_label_or_lookup_matched_wordnet_lemma	slipper	slipper:5	oewn-03385713-n	oewn-03385713-n:noun.artifact	oewn-03385713-n:footwear;footgear	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04248522-n:slipper%1:06:00:::slipper.n.01:5|oewn-10624496-n:slipper%1:18:00:::skidder.n.01:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	46	Bicycle	bicycle	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	bicycle	oewn-02837983-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	47	Stool	stool	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	stool	true	4	oewn-04334034-n	noun.artifact	oewn-04334034-n|oewn-14878449-n|oewn-13132459-n|oewn-04453655-n	oewn-04334034-n:noun.artifact:stool|oewn-14878449-n:noun.substance:fecal matter;faecal matter;feces;faeces;BM;stool;ordure;dejection|oewn-13132459-n:noun.plant:stool|oewn-04453655-n:noun.artifact:toilet;can;commode;crapper;pot;potty;stool;throne	stool	stool	selected_single_label_or_lookup_matched_wordnet_lemma	stool	stool:3	oewn-04169042-n	oewn-04169042-n:noun.artifact	oewn-04169042-n:seat	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04334034-n:stool%1:06:00:::stool.n.01:3|oewn-14878449-n:stool%1:27:00:::fecal_matter.n.01:0|oewn-13132459-n:stool%1:20:00:::stool.n.03:0|oewn-04453655-n:stool%1:06:01:::toilet.n.02:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	48	Barrel/bucket	barrel/bucket	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	49	Van	van	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	van	true	5	oewn-04527775-n	noun.artifact	oewn-08482569-n|oewn-08232416-n|oewn-04527775-n|oewn-04527677-n|oewn-04527465-n	oewn-08482569-n:noun.group:avant-garde;vanguard;van;new wave|oewn-08232416-n:noun.group:vanguard;van|oewn-04527775-n:noun.artifact:van|oewn-04527677-n:noun.artifact:van;caravan|oewn-04527465-n:noun.artifact:van	van	van	selected_single_label_or_lookup_matched_wordnet_lemma	van	van:0	oewn-02963378-n	oewn-02963378-n:noun.artifact	oewn-02963378-n:car;railcar;railway car;railroad car	selected_all_immediate_oewn_hypernyms	object_compatible	manual_override	select:oewn-04527775-n	user-approved first-allowed-candidate decision: exclude group sense and choose first artifact candidate	false	true	wn30_all_zero	oewn-08482569-n:avant--garde%1:14:00::=wn30_missing;van%1:14:01:::avant-garde.n.01:0|oewn-08232416-n:van%1:14:00:::vanguard.n.01:0|oewn-04527775-n:van%1:06:02:::van.n.03:0|oewn-04527677-n:van%1:06:01:::van.n.04:0|oewn-04527465-n:van%1:06:00:::van.n.05:0	first_object_compatible_fallback	first_object_compatible_fallback
objects365	50	Couch	couch	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	couch	oewn-04263630-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	51	Sandals	sandals	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	morphy	sandal	true	1	oewn-04140872-n	noun.artifact	oewn-04140872-n	oewn-04140872-n:noun.artifact:sandal	sandal	sandal	selected_single_label_or_lookup_matched_wordnet_lemma	sandal	sandal:3	oewn-04206070-n	oewn-04206070-n:noun.artifact	oewn-04206070-n:shoe	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	52	Bakset	bakset	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	53	Drum	drum	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	drum	true	6	oewn-03254272-n	noun.artifact	oewn-03254272-n|oewn-07398075-n|oewn-13923904-n|oewn-03254659-n|oewn-02893592-n|oewn-02597182-n	oewn-03254272-n:noun.artifact:drum;membranophone;tympan|oewn-07398075-n:noun.event:drum|oewn-13923904-n:noun.shape:barrel;drum|oewn-03254659-n:noun.artifact:drum;metal drum|oewn-02893592-n:noun.artifact:brake drum;drum|oewn-02597182-n:noun.animal:drum;drumfish	drum|membranophone|tympan	drum	selected_single_label_or_lookup_matched_wordnet_lemma	drum	drum:5	oewn-03921556-n	oewn-03921556-n:noun.artifact	oewn-03921556-n:percussion instrument;percussive instrument	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03254272-n:drum%1:06:00:::drum.n.01:5|oewn-13923904-n:drum%1:25:00:::barrel.n.03:0|oewn-03254659-n:drum%1:06:01:::drum.n.04:0|oewn-02893592-n:drum%1:06:02:::brake_drum.n.01:0|oewn-02597182-n:drum%1:05:00:::drum.n.06:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	54	Pen/Pencil	pen/pencil	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	55	Bus	bus	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	bus	oewn-02927500-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	56	Wild Bird	wild bird	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
objects365	57	High Heels	high heels	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	high heels	true	1	oewn-81260722-n	noun.artifact	oewn-81260722-n	oewn-81260722-n:noun.artifact:high-heeled shoe;high heels;high heels shoe	high-heeled shoe|high heels|high heels shoe	high heels	selected_single_label_or_lookup_matched_wordnet_lemma	high heels	high heels:-1	oewn-04206070-n	oewn-04206070-n:noun.artifact	oewn-04206070-n:shoe	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	58	Motorcycle	motorcycle	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	duplicate_existing_label_key	true	COCO	motorcycle	oewn-03796045-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	59	Guitar	guitar	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	guitar	true	1	oewn-03472449-n	noun.artifact	oewn-03472449-n	oewn-03472449-n:noun.artifact:guitar	guitar	guitar	selected_single_label_or_lookup_matched_wordnet_lemma	guitar	guitar:3	oewn-04345614-n	oewn-04345614-n:noun.artifact	oewn-04345614-n:stringed instrument	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
objects365	60	Carpet	carpet	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	carpet	true	2	oewn-04125115-n	noun.artifact	oewn-04125115-n|oewn-09259672-n	oewn-04125115-n:noun.artifact:rug;carpet;carpeting|oewn-09259672-n:noun.object:carpet	rug|carpet|carpeting	carpet	selected_single_label_or_lookup_matched_wordnet_lemma	carpet	carpet:3	oewn-03371669-n|oewn-03410175-n	oewn-03371669-n:noun.artifact|oewn-03410175-n:noun.artifact	oewn-03371669-n:floor cover;floor covering|oewn-03410175-n:furnishing	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-04125115-n:carpet%1:06:00:::rug.n.01:3|oewn-09259672-n:carpet%1:17:00:::carpet.n.02:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
objects365	61	Cell Phone	cell phone	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	true	duplicate_existing_label_key	duplicate_existing_label_key	true	COCO	cell phone	oewn-02995984-n				duplicate_existing_label_key																										duplicate_existing_label_key
objects365	62	Bread	bread	objects365_v2_mmdetection_cfd5d3a985b0	https://raw.githubusercontent.com/open-mmlab/mmdetection/cfd5d3a985b0249de009b67d04f37263e11cdf3d/mmdet/datasets/objects365.py	Objects365V2Dataset	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	bread	true	2	oewn-07695101-n	noun.food	oewn-07695101-n|oewn-13406389-n	oewn-07695101-n:noun.food:bread;breadstuff;staff of life|oewn-13406389-n:noun.possession:boodle;bread;cabbage;clams;dinero;dough;gelt;kale;lettuce;lolly;lucre;loot;moolah;pelf;scratch;shekels;simoleons;sugar;wampum	bread|breadstuff|staff of life	bread	selected_single_label_or_lookup_matched_wordnet_lemma	bread	bread:3	oewn-07637670-n|oewn-07582428-n	oewn-07637670-n:noun.food|oewn-07582428-n:noun.food	oewn-07637670-n:baked goods|oewn-07582428-n:starches	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-07695101-n:bread%1:13:00:::bread.n.01:3|oewn-13406389-n:bread%1:21:00:::boodle.n.01:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
