dataset	category_id	label	label_key	source_version	source_url	source_class	lvis_name	lvis_synset	lvis_synonyms	lvis_def	lvis_frequency	lvis_image_count	lvis_instance_count	is_mwe_candidate	mwe_candidate_status	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	synset_lemmas	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	lvis_synset_matched_oewn_synsets	synset_selection_tag	decision_basis
lvis	42	ballet skirt	ballet skirt	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	ballet_skirt	ballet_skirt.n.01	ballet_skirt|tutu	very short skirt worn by ballerinas	r	0	0	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	ballet skirt	true	1	oewn-02783838-n	noun.artifact	oewn-02783838-n	oewn-02783838-n:noun.artifact:ballet skirt;tutu	ballet skirt|tutu	oewn-04237870-n	oewn-04237870-n:noun.artifact	oewn-04237870-n:skirt	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	43	balloon	balloon	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	balloon	balloon.n.01	balloon	large tough nonrigid bag filled with gas or heated air	f	31	272	false	not_mwe	duplicate_existing_label_key	true	openimages	Balloon	oewn-02785116-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	44	bamboo	bamboo	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	bamboo	bamboo.n.02	bamboo	woody tropical grass having hollow woody stems	c	12	57	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	bamboo	true	2	oewn-12167743-n	noun.plant	oewn-12168056-n|oewn-12167743-n	oewn-12168056-n:noun.plant:bamboo|oewn-12167743-n:noun.plant:bamboo	bamboo	oewn-12122387-n	oewn-12122387-n:noun.plant	oewn-12122387-n:gramineous plant;graminaceous plant	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-12167743-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	45	banana	banana	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	banana	banana.n.02	banana	elongated crescent-shaped yellow fruit with soft sweet flesh	f	338	9156	false	not_mwe	duplicate_existing_label_key	true	COCO	banana	oewn-07769568-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	46	Band Aid	band aid	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	Band_Aid	band_aid.n.01	Band_Aid	trade name for an adhesive bandage to cover small cuts or blisters	c	0	0	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	band aid	true	2	oewn-02789081-n	noun.artifact	oewn-02789081-n|oewn-00269301-n	oewn-02789081-n:noun.artifact:Band Aid|oewn-00269301-n:noun.act:band aid;quick fix;quickie;quicky	Band Aid	oewn-02682964-n	oewn-02682964-n:noun.artifact	oewn-02682964-n:adhesive bandage	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-02789081-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	47	bandage	bandage	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	bandage	bandage.n.01	bandage	a piece of soft material that covers and protects an injured part of the body	c	9	17	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	bandage	true	1	oewn-02788671-n	noun.artifact	oewn-02788671-n	oewn-02788671-n:noun.artifact:bandage;patch	bandage|patch	oewn-03242342-n	oewn-03242342-n:noun.artifact	oewn-03242342-n:dressing;medical dressing	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	48	bandanna	bandanna	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	bandanna	bandanna.n.01	bandanna|bandana	large and brightly colored handkerchief; often used as a neckerchief	f	24	49	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	bandanna	true	1	oewn-02789221-n	noun.artifact	oewn-02789221-n	oewn-02789221-n:noun.artifact:bandanna;bandana	bandanna|bandana	oewn-03490877-n	oewn-03490877-n:noun.artifact	oewn-03490877-n:handkerchief;hankie;hanky;hankey	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	49	banjo	banjo	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	banjo	banjo.n.01	banjo	a stringed instrument of the guitar family with a long neck and circular body	r	0	0	false	not_mwe	duplicate_existing_label_key	true	openimages	Banjo	oewn-02790645-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	50	banner	banner	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	banner	banner.n.01	banner|streamer	long strip of cloth or paper used for decoration or advertising	f	269	1163	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	banner	true	3	oewn-02791044-n	noun.artifact	oewn-02791044-n|oewn-06357248-n|oewn-04308278-n	oewn-02791044-n:noun.artifact:banner;streamer|oewn-06357248-n:noun.communication:streamer;banner|oewn-04308278-n:noun.artifact:standard;banner	banner|streamer	oewn-03359749-n	oewn-03359749-n:noun.artifact	oewn-03359749-n:flag	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-02791044-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	51	barbell	barbell	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	barbell	barbell.n.01	barbell	a bar to which heavy discs are attached at each end; used in weightlifting	r	1	1	false	not_mwe	duplicate_existing_label_key	true	objects365	Barbell	oewn-02794019-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	52	barge	barge	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	barge	barge.n.01	barge	a flatbottom boat for carrying heavy loads (especially on canals)	r	0	0	false	not_mwe	duplicate_existing_label_key	true	openimages	Barge	oewn-02795575-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	53	barrel	barrel	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	barrel	barrel.n.02	barrel|cask	a cylindrical container that holds liquids	f	20	51	false	not_mwe	duplicate_existing_label_key	true	openimages	Barrel	oewn-02798551-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	54	barrette	barrette	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	barrette	barrette.n.01	barrette	a pin for holding women's hair in place	c	9	12	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	barrette	true	1	oewn-02799477-n	noun.artifact	oewn-02799477-n	oewn-02799477-n:noun.artifact:barrette	barrette	oewn-03946532-n	oewn-03946532-n:noun.artifact	oewn-03946532-n:pin	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	55	barrow	barrow	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	barrow	barrow.n.03	barrow|garden_cart|lawn_cart|wheelbarrow	a cart for carrying small loads; has handles and one or more wheels	c	3	3	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	barrow	true	3	oewn-02800454-n	noun.artifact	oewn-13787037-n|oewn-02925676-n|oewn-02800454-n	oewn-13787037-n:noun.quantity:barrow;barrowful|oewn-02925676-n:noun.artifact:burial mound;grave mound;barrow;tumulus|oewn-02800454-n:noun.artifact:barrow;garden cart;lawn cart;wheelbarrow	barrow|garden cart|lawn cart|wheelbarrow	oewn-03489166-n	oewn-03489166-n:noun.artifact	oewn-03489166-n:handcart;pushcart;cart;go-cart	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-02800454-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	56	baseball base	baseball base	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	baseball_base	base.n.03	baseball_base	a place that the runner must touch before scoring	f	63	78	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	57	baseball	baseball	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	baseball	baseball.n.02	baseball	a ball used in playing baseball	f	142	201	false	not_mwe	duplicate_existing_label_key	true	objects365	Baseball	oewn-02802230-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	58	baseball bat	baseball bat	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	baseball_bat	baseball_bat.n.01	baseball_bat	an implement used in baseball by the batter	f	342	522	true	duplicate_existing_label_key	duplicate_existing_label_key	true	COCO	baseball bat	oewn-02802334-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	59	baseball cap	baseball cap	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	baseball_cap	baseball_cap.n.01	baseball_cap|jockey_cap|golf_cap	a cap with a bill	f	350	1551	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	baseball cap	true	1	oewn-02802482-n	noun.artifact	oewn-02802482-n	oewn-02802482-n:noun.artifact:baseball cap;jockey cap;golf cap	baseball cap|jockey cap|golf cap	oewn-02957776-n	oewn-02957776-n:noun.artifact	oewn-02957776-n:cap	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	60	baseball glove	baseball glove	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	baseball_glove	baseball_glove.n.01	baseball_glove|baseball_mitt	the handwear used by fielders in playing baseball	f	311	477	true	duplicate_existing_label_key	duplicate_existing_label_key	true	COCO	baseball glove	oewn-02803372-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	61	basket	basket	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	basket	basket.n.01	basket|handbasket	a container that is usually woven and has handles	f	311	731	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	basket	true	4	oewn-02805104-n	noun.artifact	oewn-02805104-n|oewn-13787347-n|oewn-02805381-n|oewn-00191280-n	oewn-02805104-n:noun.artifact:basket;handbasket|oewn-13787347-n:noun.quantity:basket;basketful|oewn-02805381-n:noun.artifact:basket;basketball hoop;hoop|oewn-00191280-n:noun.act:basket;field goal	basket|handbasket	oewn-03099154-n	oewn-03099154-n:noun.artifact	oewn-03099154-n:container	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-02805104-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	62	basketball	basketball	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	basketball	basketball.n.02	basketball	an inflated ball used in playing basketball	c	9	14	false	not_mwe	duplicate_existing_label_key	true	objects365	Basketball	oewn-02805592-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	63	bass horn	bass horn	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	bass_horn	bass_horn.n.01	bass_horn|sousaphone|tuba	the lowest brass wind instrument	r	1	3	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	bass horn	true	1	oewn-02807418-n	noun.artifact	oewn-02807418-n	oewn-02807418-n:noun.artifact:bass horn;sousaphone;tuba	bass horn|sousaphone|tuba	oewn-02895029-n|oewn-02806515-n	oewn-02895029-n:noun.artifact|oewn-02806515-n:noun.artifact	oewn-02895029-n:brass;brass instrument|oewn-02806515-n:bass	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	64	bat (animal)	bat (animal)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	bat_(animal)	bat.n.01	bat_(animal)	nocturnal mouselike mammal with forelimbs modified to form membranous wings	c	1	2	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	65	bath mat	bath mat	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	bath_mat	bath_mat.n.01	bath_mat	a heavy towel or mat to stand on while drying yourself after a bath	f	52	63	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	bath mat	true	1	oewn-02810586-n	noun.artifact	oewn-02810586-n	oewn-02810586-n:noun.artifact:bath mat	bath mat	oewn-02810445-n	oewn-02810445-n:noun.artifact	oewn-02810445-n:bath linen	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	66	bath towel	bath towel	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	bath_towel	bath_towel.n.01	bath_towel	a large towel; to dry yourself after a bath	f	80	274	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	bath towel	true	1	oewn-02811464-n	noun.artifact	oewn-02811464-n	oewn-02811464-n:noun.artifact:bath towel	bath towel	oewn-04466597-n|oewn-02810445-n	oewn-04466597-n:noun.artifact|oewn-02810445-n:noun.artifact	oewn-04466597-n:towel|oewn-02810445-n:bath linen	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	67	bathrobe	bathrobe	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	bathrobe	bathrobe.n.01	bathrobe	a loose-fitting robe of towelling; worn after a bath or swim	c	7	10	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	bathrobe	true	1	oewn-02810801-n	noun.artifact	oewn-02810801-n	oewn-02810801-n:noun.artifact:bathrobe	bathrobe	oewn-04104960-n	oewn-04104960-n:noun.artifact	oewn-04104960-n:robe	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	68	bathtub	bathtub	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	bathtub	bathtub.n.01	bathtub|bathing_tub	a large open container that you fill with water and use to wash the body	f	157	170	false	not_mwe	duplicate_existing_label_key	true	objects365	Bathtub	oewn-02811600-n				duplicate_existing_label_key																							duplicate_existing_label_key
lvis	69	batter (food)	batter (food)	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	batter_(food)	batter.n.02	batter_(food)	a liquid or semiliquid mixture, as of flour, eggs, and milk, used in cooking	r	1	2	true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0									not_applicable_no_selected_synset		not_applicable			false	true				unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
lvis	70	battery	battery	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	battery	battery.n.02	battery	a portable device that produces electricity	c	9	19	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	battery	true	7	oewn-02813606-n	noun.artifact	oewn-08406303-n|oewn-02813606-n|oewn-07970413-n|oewn-08094013-n|oewn-02813917-n|oewn-00989949-n|oewn-00769692-n	oewn-08406303-n:noun.group:battery|oewn-02813606-n:noun.artifact:battery;electric battery|oewn-07970413-n:noun.group:battery|oewn-08094013-n:noun.group:battery|oewn-02813917-n:noun.artifact:battery;stamp battery|oewn-00989949-n:noun.act:barrage;barrage fire;battery;bombardment;shelling|oewn-00769692-n:noun.act:battery;assault and battery	battery|electric battery	oewn-03274312-n	oewn-03274312-n:noun.artifact	oewn-03274312-n:electrical device	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-02813606-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	71	beachball	beachball	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	beachball	beach_ball.n.01	beachball	large and light ball; for play at the seaside	r	3	7	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	beachball	true	1	oewn-02817359-n	noun.artifact	oewn-02817359-n	oewn-02817359-n:noun.artifact:beach ball;beachball	beach ball|beachball	oewn-02782458-n	oewn-02782458-n:noun.artifact	oewn-02782458-n:ball	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	72	bead	bead	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	bead	bead.n.01	bead	a small ball with a hole through the middle used for ornamentation, jewellery, etc.	c	11	164	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	bead	true	3	oewn-02818206-n	noun.artifact	oewn-02818206-n|oewn-13924278-n|oewn-02818372-n	oewn-02818206-n:noun.artifact:bead|oewn-13924278-n:noun.shape:drop;bead;pearl|oewn-02818372-n:noun.artifact:beading;bead;beadwork;astragal	bead	oewn-03602662-n	oewn-03602662-n:noun.artifact	oewn-03602662-n:jewelry;jewellery	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			oewn-02818206-n	selected_by_lvis_synset_metadata	selected_by_lvis_synset_metadata
lvis	73	bean curd	bean curd	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	bean_curd	bean_curd.n.01	bean_curd|tofu	cheeselike food made of curdled soybean milk	c	10	151	true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	bean curd	true	1	oewn-07725626-n	noun.food	oewn-07725626-n	oewn-07725626-n:noun.food:bean curd;tofu	bean curd|tofu	oewn-07866059-n	oewn-07866059-n:noun.food	oewn-07866059-n:curd	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
lvis	74	beanbag	beanbag	lvis_v1_val	https://s3-us-west-2.amazonaws.com/dl.fbaipublicfiles.com/LVIS/lvis_v1_val.json.zip	LVISCategory	beanbag	beanbag.n.01	beanbag	a bag filled with dried beans or similar items; used in games or to sit on	c	8	16	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	beanbag	true	1	oewn-02819791-n	noun.artifact	oewn-02819791-n	oewn-02819791-n:noun.artifact:beanbag	beanbag	oewn-02776042-n	oewn-02776042-n:noun.artifact	oewn-02776042-n:bag	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true				single_oewn_noun_synset	single_oewn_noun_synset
